Doc Index,Title,URL,Overlap,Jaccard,Recs from Text Only,Recs from Text + Image,New Recs from Image Features
4864,Be part of Star Wars Days at LEGOLAND Malaysia,N/A,4,0.67,"LEGOLAND Malaysia Resort ready to reopen on 25 June with offering promos and a safety-conscious holiday experience; Fast & Furious 6 Red Carpet in Manila, Philippines at SM Mall of Asia; Discovering Vietnamese People: Characteristics and Culture; Need more LEGO? LEGOLAND NINJAGO may just be enough to satisfy you and your kids’ love for LEGO; Lamvong Dance: A Laotian Tradition Dance Recognized by UNESCO","LEGOLAND Malaysia Resort ready to reopen on 25 June with offering promos and a safety-conscious holiday experience; Fast & Furious 6 Red Carpet in Manila, Philippines at SM Mall of Asia; LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!; Need more LEGO? LEGOLAND NINJAGO may just be enough to satisfy you and your kids’ love for LEGO; Discovering Vietnamese People: Characteristics and Culture","LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!"
4865,11 tips to get the best Hong Kong Disneyland experience with your kids,N/A,5,1.0,My Hanok homestay experience – living in a traditional Korean house; Drinking all the pilsner beer in Prague; Babies in Bali; Galore of Gourmet Delights at Marina Bay Sands’ Epicurean Market; [Event] Uncover Hidden Heritage with My Community Festival 2023 and Venture into Neighbouring Farms in Malaysia,My Hanok homestay experience – living in a traditional Korean house; Babies in Bali; Drinking all the pilsner beer in Prague; Galore of Gourmet Delights at Marina Bay Sands’ Epicurean Market; [Event] Uncover Hidden Heritage with My Community Festival 2023 and Venture into Neighbouring Farms in Malaysia,
4866,Saudia Redefines Air Travel by Combining Luxury and Affordability,N/A,5,1.0,Korean Air’s new Innovative Safety Video Features Virtual Humans; Unlock More Savings and Rewards with Korean Air’s Enhanced “Cash and Miles” Program; Ready To Travel app now enables access to over 400 airport lounges worldwide; Unlock Your Air Travel Secrets: Expedia’s 2024 Report and Travel Hacks; Vietjet Offers Free Hot Air Balloon Rides at India’s Largest Festival,Korean Air’s new Innovative Safety Video Features Virtual Humans; Unlock More Savings and Rewards with Korean Air’s Enhanced “Cash and Miles” Program; Ready To Travel app now enables access to over 400 airport lounges worldwide; Unlock Your Air Travel Secrets: Expedia’s 2024 Report and Travel Hacks; Vietjet Offers Free Hot Air Balloon Rides at India’s Largest Festival,
4867,Feedback on Rude Security Staff – Changi Airport’s Reply,N/A,4,0.67,"Yinchuan – Once Upon a Time in the West; Coliwoo Elevates Community Living with the Launch of Coliwoo Hotel Pasir Panjang; Exploring Hokuriku, the West Coast of Japan with new Hokuriku Shinkansen line; Going Far East – a review of Village Hotel Changi; Drinking all the pilsner beer in Prague","Yinchuan – Once Upon a Time in the West; Coliwoo Elevates Community Living with the Launch of Coliwoo Hotel Pasir Panjang; Exploring Hokuriku, the West Coast of Japan with new Hokuriku Shinkansen line; Going Far East – a review of Village Hotel Changi; The second Hanoi Metro Railway opened on August 8th",The second Hanoi Metro Railway opened on August 8th
4868,2017 Round Up – Everywhere I travelled this year,N/A,4,0.67,"Singaporean influencer gets own TV show ‘Who Runs the World with Mong Chin’; 2011 Round Up: The Occasional Traveller; 2018 Round Up – a freelancer’s travel life; 2016 Round Up – 525,600 minutes of travel; Siau Island Travel Guide For Sulawesi, Indonesia","2011 Round Up: The Occasional Traveller; Singaporean influencer gets own TV show ‘Who Runs the World with Mong Chin’; Siau Island Travel Guide For Sulawesi, Indonesia; 2018 Round Up – a freelancer’s travel life; 2022 Round Up – Travel came back",2022 Round Up – Travel came back
4869,2012 Transformers Cybertron Con @ Resorts World Sentosa – Media Preview,N/A,5,1.0,"The Peculiar Children Meet Peculiar Items from Singapore and Asia; Disney Imagination Garden Set to Enchant Aboard Disney Adventure, Sailing from Singapore in 2025; Taiwan Tales Day 2 – Encountering Taipei’s natural sights (and a snake); 18 Free and Cheap Things to Do in Singapore; The Starter Hipster Guide to Bucharest","The Peculiar Children Meet Peculiar Items from Singapore and Asia; Disney Imagination Garden Set to Enchant Aboard Disney Adventure, Sailing from Singapore in 2025; Taiwan Tales Day 2 – Encountering Taipei’s natural sights (and a snake); 18 Free and Cheap Things to Do in Singapore; The Starter Hipster Guide to Bucharest",
4870,ibis Styles East Perth – The world’s largest high-rise modular hotel,N/A,5,1.0,"Mastercard releases the 2018 Global Destination Cities Index: Play with insights on international destinations; Middle East Destinations: Unveiling Saudi Arabia; SilkAir to return its non-stop service between Singapore and Broome, Western Australia this June 2019; Emirates’ Double Daily A380 Service to Moscow, New Flight Times to St. Petersburg; Cathay Pacific Elevates Inflight Experience with Complimentary Wi-Fi for First and Business Class","Mastercard releases the 2018 Global Destination Cities Index: Play with insights on international destinations; Middle East Destinations: Unveiling Saudi Arabia; SilkAir to return its non-stop service between Singapore and Broome, Western Australia this June 2019; Emirates’ Double Daily A380 Service to Moscow, New Flight Times to St. Petersburg; Cathay Pacific Elevates Inflight Experience with Complimentary Wi-Fi for First and Business Class",
4871,Win a 4-day 3-night trip to LEGOLAND Japan while having a smashing time at LEGOLAND Malaysia Resort,N/A,5,1.0,"2 Weeks in Portugal – a Post-Trip Recap; Halloween BRICK-or-TREAT 2019 at LEGOLAND Malaysia; LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!; Need more LEGO? LEGOLAND NINJAGO may just be enough to satisfy you and your kids’ love for LEGO; LEGOLAND M’sia Has A New Aquarium, VR Roller Coaster & Pirate-Themed Rooms For School Break Staycays","2 Weeks in Portugal – a Post-Trip Recap; LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!; Halloween BRICK-or-TREAT 2019 at LEGOLAND Malaysia; Need more LEGO? LEGOLAND NINJAGO may just be enough to satisfy you and your kids’ love for LEGO; LEGOLAND M’sia Has A New Aquarium, VR Roller Coaster & Pirate-Themed Rooms For School Break Staycays",
4872,LEGOLAND Malaysia launches Star Wars Miniland,N/A,4,0.67,"Legoland Malaysia Resort launches Ninja-themed rooms; Legoland Water Park, Malaysia Opens! – A Gorgeous Photo Journal; LEGOLAND Malaysia Resort ready to reopen on 25 June with offering promos and a safety-conscious holiday experience; Kids 3-11 can enter LEGOLAND Malaysia’s Brick-or Treat event for free if they come in full costume; LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!","Legoland Malaysia Resort launches Ninja-themed rooms; Legoland Water Park, Malaysia Opens! – A Gorgeous Photo Journal; LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!; LEGOLAND Malaysia Resort ready to reopen on 25 June with offering promos and a safety-conscious holiday experience; The Great LEGO Race: World’s First LEGO Virtual Roller Coaster",The Great LEGO Race: World’s First LEGO Virtual Roller Coaster
4873,NOX Beach Club: Vietnam’s Premier Multi-Experiential Destination offers 30% Opening Discount till 15 April,N/A,5,1.0,Emirates Reconnects Singapore and Phnom Penh with Daily Service; Yummy Babies!; Club Street welcomes Mercure ICON Singapore City Centre: The Largest Mercure Hotel in the World; Tiger Beer opens second experiential concept store “Tiger Street Den” in Dubai; AirAsia Travel Advisory: Credit Account with 2-year validity now an option for flight bookings up to 31 July,Emirates Reconnects Singapore and Phnom Penh with Daily Service; Yummy Babies!; Club Street welcomes Mercure ICON Singapore City Centre: The Largest Mercure Hotel in the World; Tiger Beer opens second experiential concept store “Tiger Street Den” in Dubai; AirAsia Travel Advisory: Credit Account with 2-year validity now an option for flight bookings up to 31 July,
4874,[PROMO] Now’s your chance to reunite with your loved ones! Qatar Airways announces various exclusive offers to all those wanting to go home,N/A,5,1.0,"[Promo Alert] Qatar Airways unveils its biggest Travel Festival ever; Oceania, Osaka and Shanghai flight prices drop up to 65%, says Skyscanner; Qatar Airways Celebrates “World’s Best Airline” Award with Promo Fares; Check out these most Instagram-worthy restaurants in Beverly Hills for 2019; Singapore Travellers Flock to Paris as Summer Travel Season Heats Up","[Promo Alert] Qatar Airways unveils its biggest Travel Festival ever; Oceania, Osaka and Shanghai flight prices drop up to 65%, says Skyscanner; Qatar Airways Celebrates “World’s Best Airline” Award with Promo Fares; Check out these most Instagram-worthy restaurants in Beverly Hills for 2019; Singapore Travellers Flock to Paris as Summer Travel Season Heats Up",
4875,Bad Ischl Salzkammergut: A Cultural Journey in Austria’s Alpine Wonderland,N/A,5,1.0,Nho Que River: Natural and Cultural Wonder of Vietnam; Listing Vietnam's UNESCO-recognised intangible cultural heritage; 9 World Cultural and Natural Heritages not to be missed in Vietnam; Bhutan’s Mushroom Wonderland: Exploring Over 400 Varieties in the Land of the Thunder Dragon; Journey to Sapa Valleys: Where Nature and Culture Unite,Listing Vietnam's UNESCO-recognised intangible cultural heritage; Nho Que River: Natural and Cultural Wonder of Vietnam; Bhutan’s Mushroom Wonderland: Exploring Over 400 Varieties in the Land of the Thunder Dragon; 9 World Cultural and Natural Heritages not to be missed in Vietnam; Journey to Sapa Valleys: Where Nature and Culture Unite,
4876,Ascott voted ‘Asia’s Leading Serviced Apartment Brand’ for Three Consecutive Years at World Travel Awards 2018,N/A,4,0.67,Voting has ended!; Bangkok Airways named CAPA Asia Pacific Regional Airline of the Year; Save a Child’s Heart; WIN 1 Million World of Hyatt Points with Grand Hyatt’s ‘Moments of More’ Contest; Trip.com Group Honored in Forbes China Global Brands Selection 30&30 for Remarkable Global Growth,Voting has ended!; Bangkok Airways named CAPA Asia Pacific Regional Airline of the Year; WIN 1 Million World of Hyatt Points with Grand Hyatt’s ‘Moments of More’ Contest; Trip.com Group Honored in Forbes China Global Brands Selection 30&30 for Remarkable Global Growth; Emirates Takes Flight with Prestigious ‘Best Inflight Entertainment Award’ at the 2024 Airline Excellence Awards,Emirates Takes Flight with Prestigious ‘Best Inflight Entertainment Award’ at the 2024 Airline Excellence Awards
4877,Experience the Ultimate Getaway for only $528 nett for two at Quincy Hotel Singapore’s Qool Weekend Package,N/A,4,0.67,"Tax and duty-free online shopping with iShopChangi; Garuda Indonesia Experience; Mother’s Day Brunch @ The Knolls, Capella Singapore in Sentosa; Dining at Mr. J – Jay Chou (周杰伦)’s restaurant; Klook Unveils Creative Campaign to Safeguard Travelers’ Good Times",Tax and duty-free online shopping with iShopChangi; Garuda Indonesia Experience; Dining at Mr. J – Jay Chou (周杰伦)’s restaurant; Klook Unveils Creative Campaign to Safeguard Travelers’ Good Times; Experience a Sweet Escape: The Capitol Kempinski Hotel Singapore Introduces Candyland “Glampkation” Package,Experience a Sweet Escape: The Capitol Kempinski Hotel Singapore Introduces Candyland “Glampkation” Package
4878,Malaysian Multi-millionaire and AirAsia founder Tony Fernandes weds Korean woman in her 20s.,N/A,5,1.0,The Pros and Cons of Wifi Devices for travellers; Singapore Blog Awards 2012; Reciprocal green lanes might be introduced at Changi Airport; AirAsia Travel Advisory: Credit Account with 2-year validity now an option for flight bookings up to 31 July; Winning Action on the Waters: Monsoon Cup Terengganu,The Pros and Cons of Wifi Devices for travellers; Singapore Blog Awards 2012; Reciprocal green lanes might be introduced at Changi Airport; AirAsia Travel Advisory: Credit Account with 2-year validity now an option for flight bookings up to 31 July; Winning Action on the Waters: Monsoon Cup Terengganu,
4879,Where to find Street Art in San Francisco,N/A,5,1.0,"Where to find street art in Seoul – Ihwa, Mullae, Apgujeong, Hongdae; Where to find Street Art in Bucharest; Where to find street art in Melbourne; Where to find street art in Macao 澳門; Hong Kong Street Art – Sheung Wan and Central","Where to find Street Art in Bucharest; Where to find street art in Melbourne; Where to find street art in Seoul – Ihwa, Mullae, Apgujeong, Hongdae; Where to find street art in Macao 澳門; Hong Kong Street Art – Sheung Wan and Central",
4880,AirAsia introduces Roberto Carlos as their New Global Ambassador,N/A,3,0.43,"Dancing with the Drunken Dragon; Local beer brand Tiger Beer has been launched in Japan!; How to get refunds on your cancelled AirAsia Boracay flights; AirAsia and Santan create the INSPI(RED) Burger inflight meal to help end AIDS; Raffles Europejski Warsaw opens in 2018, which may make your Eurotrip next year unforgettable","Dancing with the Drunken Dragon; AirAsia’s inflight WiFi just got faster – avail using cash or redeem with BIG Points; Ant-Man and The Wasp: Nano Battle! is coming to Hong Kong Disneyland Resort this 31 March; AirAsia and Santan create the INSPI(RED) Burger inflight meal to help end AIDS; Raffles Europejski Warsaw opens in 2018, which may make your Eurotrip next year unforgettable",AirAsia’s inflight WiFi just got faster – avail using cash or redeem with BIG Points; Ant-Man and The Wasp: Nano Battle! is coming to Hong Kong Disneyland Resort this 31 March
4881,Qatar Airways Unveils Highly Anticipated ‘Qsuite Next Gen’ at Farnborough International Airshow 2024,N/A,5,1.0,Qatar Airways Reveals Giorgio Armani Amenity Kits and Missoni Sleeper Suits on Board; Barcelona with Qatar Airways – La Boqueria Market and La Rambla; Qatar Airways customers can now alter booking date FREE of charge or receive a travel voucher in case their plans change; Qatar Airways’ new Business Class experience – QSuite; [Promo Alert] Qatar Airways unveils its biggest Travel Festival ever,Qatar Airways Reveals Giorgio Armani Amenity Kits and Missoni Sleeper Suits on Board; Barcelona with Qatar Airways – La Boqueria Market and La Rambla; Qatar Airways customers can now alter booking date FREE of charge or receive a travel voucher in case their plans change; Qatar Airways’ new Business Class experience – QSuite; [Promo Alert] Qatar Airways unveils its biggest Travel Festival ever,
